Region,Diagnosis,Total_Cases,Year,Month,Avg_Temperature,High_Risk,Humidity,Migratory_Bird_Activity,Migration_Level,Biosecurity_Score,Total_Cases_Percent,Biosecurity_Score_Percent,Vaccine_Rate,Poultry_Population_000s
Wales,Marek's Disease,6,2020,2,4.4,0,69.8,Moderate,2,75,4.026845637583892,66.66666666666666,69.7,474
Wales,All diseases,50,2020,2,4.4,1,69.8,Moderate,2,83,33.557046979865774,93.33333333333333,63.4,470
England North,Avian Influenza,13,2020,3,13.8,1,67.0,Low,1,73,8.724832214765101,60.0,58.5,216
England North,Newcastle Disease,3,2020,3,13.8,0,67.0,Low,1,79,2.013422818791946,80.0,42.6,480
England North,Salmonella,50,2020,3,13.8,1,67.0,Low,1,64,33.557046979865774,30.0,44.4,449
England North,Infectious Bronchitis,48,2020,3,13.8,1,67.0,Low,1,76,32.21476510067114,70.0,56.4,297
England North,Infectious Bursal Disease,8,2020,3,13.8,0,67.0,Low,1,69,5.369127516778524,46.666666666666664,64.7,451
England North,Marek's Disease,9,2020,3,13.8,0,67.0,Low,1,79,6.0402684563758395,80.0,40.7,285
England North,All diseases,131,2020,3,13.8,1,67.0,Low,1,80,87.91946308724832,83.33333333333334,51.0,403
England South,Avian Influenza,10,2020,3,3.5,1,69.0,Low,1,68,6.7114093959731544,43.333333333333336,46.5,258
England South,Newcastle Disease,3,2020,3,3.5,0,69.0,Low,1,60,2.013422818791946,16.666666666666664,63.0,318
England South,Salmonella,28,2020,3,3.5,1,69.0,Low,1,61,18.79194630872483,20.0,60.7,457
England South,Infectious Bronchitis,35,2020,3,3.5,1,69.0,Low,1,77,23.48993288590604,73.33333333333333,54.7,243
England South,Infectious Bursal Disease,12,2020,3,3.5,1,69.0,Low,1,64,8.053691275167784,30.0,59.9,255
England South,Marek's Disease,7,2020,3,3.5,0,69.0,Low,1,74,4.697986577181208,63.33333333333333,50.8,479
England South,All diseases,95,2020,3,3.5,1,69.0,Low,1,61,63.758389261744966,20.0,48.6,437
Scotland,Avian Influenza,9,2020,3,10.7,0,80.9,Low,1,80,6.0402684563758395,83.33333333333334,55.0,441
Scotland,Newcastle Disease,3,2020,3,10.7,0,80.9,Low,1,65,2.013422818791946,33.33333333333333,43.7,341
Scotland,Salmonella,25,2020,3,10.7,1,80.9,Low,1,78,16.778523489932887,76.66666666666667,45.5,464
Scotland,Infectious Bronchitis,31,2020,3,10.7,1,80.9,Low,1,78,20.80536912751678,76.66666666666667,49.1,363
Scotland,Infectious Bursal Disease,8,2020,3,10.7,0,80.9,Low,1,71,5.369127516778524,53.333333333333336,41.3,391
Scotland,Marek's Disease,4,2020,3,10.7,0,80.9,Low,1,60,2.684563758389262,16.666666666666664,58.8,362
Scotland,All diseases,80,2020,3,10.7,1,80.9,Low,1,80,53.691275167785236,83.33333333333334,59.7,483
Wales,Avian Influenza,6,2020,3,11.8,0,67.5,High,3,77,4.026845637583892,73.33333333333333,69.6,547
Wales,Newcastle Disease,0,2020,3,11.8,0,67.5,High,3,75,0.0,66.66666666666666,78.1,544
Wales,Salmonella,16,2020,3,11.8,1,67.5,High,3,66,10.738255033557047,36.666666666666664,67.8,405
Wales,Infectious Bronchitis,18,2020,3,11.8,1,67.5,High,3,69,12.080536912751679,46.666666666666664,71.5,625
Wales,Infectious Bursal Disease,7,2020,3,11.8,0,67.5,High,3,70,4.697986577181208,50.0,71.2,504
Wales,Marek's Disease,5,2020,3,11.8,0,67.5,High,3,73,3.3557046979865772,60.0,76.7,659
Wales,All diseases,52,2020,3,11.8,1,67.5,High,3,71,34.899328859060404,53.333333333333336,77.9,467
England North,Avian Influenza,11,2020,4,7.2,1,84.1,Low,1,64,7.38255033557047,30.0,53.8,445
England North,Newcastle Disease,3,2020,4,7.2,0,84.1,Low,1,78,2.013422818791946,76.66666666666667,56.5,479
England North,Salmonella,54,2020,4,7.2,1,84.1,Low,1,68,36.241610738255034,43.333333333333336,45.7,367
England North,Infectious Bronchitis,51,2020,4,7.2,1,84.1,Low,1,73,34.22818791946309,60.0,45.9,291
England North,Infectious Bursal Disease,9,2020,4,7.2,0,84.1,Low,1,61,6.0402684563758395,20.0,42.4,468
England North,Marek's Disease,8,2020,4,7.2,0,84.1,Low,1,68,5.369127516778524,43.333333333333336,51.8,469
England North,All diseases,136,2020,4,7.2,1,84.1,Low,1,69,91.2751677852349,46.666666666666664,58.0,465
England South,Avian Influenza,12,2020,4,8.9,1,94.7,Low,1,64,8.053691275167784,30.0,53.7,480
England South,Newcastle Disease,4,2020,4,8.9,0,94.7,Low,1,70,2.684563758389262,50.0,56.7,333
England South,Salmonella,25,2020,4,8.9,1,94.7,Low,1,70,16.778523489932887,50.0,61.4,363
England South,Infectious Bronchitis,41,2020,4,8.9,1,94.7,Low,1,64,27.516778523489933,30.0,43.7,289
England South,Infectious Bursal Disease,10,2020,4,8.9,1,94.7,Low,1,60,6.7114093959731544,16.666666666666664,58.1,427
England South,Marek's Disease,7,2020,4,8.9,0,94.7,Low,1,72,4.697986577181208,56.666666666666664,60.5,426
England South,All diseases,99,2020,4,8.9,1,94.7,Low,1,66,66.44295302013423,36.666666666666664,51.9,239
Scotland,Avian Influenza,8,2020,4,3.9,0,85.7,Low,1,64,5.369127516778524,30.0,62.1,231
Scotland,Newcastle Disease,2,2020,4,3.9,0,85.7,Low,1,61,1.342281879194631,20.0,53.0,337
Scotland,Salmonella,26,2020,4,3.9,1,85.7,Low,1,68,17.449664429530202,43.333333333333336,45.3,348
Scotland,Infectious Bronchitis,30,2020,4,3.9,1,85.7,Low,1,67,20.13422818791946,40.0,64.5,336
Scotland,Infectious Bursal Disease,7,2020,4,3.9,0,85.7,Low,1,67,4.697986577181208,40.0,51.1,291
Scotland,Marek's Disease,5,2020,4,3.9,0,85.7,Low,1,68,3.3557046979865772,43.333333333333336,47.9,417
Scotland,All diseases,78,2020,4,3.9,1,85.7,Low,1,75,52.348993288590606,66.66666666666666,64.8,385
Wales,Avian Influenza,6,2020,4,6.8,0,72.3,High,3,65,4.026845637583892,33.33333333333333,72.5,697
Wales,Newcastle Disease,0,2020,4,6.8,0,72.3,High,3,74,0.0,63.33333333333333,73.2,553
Wales,Salmonella,14,2020,4,6.8,1,72.3,High,3,71,9.395973154362416,53.333333333333336,74.9,423
Wales,Infectious Bronchitis,20,2020,4,6.8,1,72.3,High,3,69,13.422818791946309,46.666666666666664,73.8,473
Wales,Infectious Bursal Disease,6,2020,4,6.8,0,72.3,High,3,78,4.026845637583892,76.66666666666667,63.7,582
Wales,Marek's Disease,5,2020,4,6.8,0,72.3,High,3,69,3.3557046979865772,46.666666666666664,62.1,622
Wales,All diseases,51,2020,4,6.8,1,72.3,High,3,67,34.22818791946309,40.0,78.4,661
England North,Avian Influenza,9,2020,5,4.1,0,73.4,Low,1,68,6.0402684563758395,43.333333333333336,55.3,398
England North,Newcastle Disease,3,2020,5,4.1,0,73.4,Low,1,65,2.013422818791946,33.33333333333333,51.8,388
England North,Salmonella,62,2020,5,4.1,1,73.4,Low,1,77,41.61073825503356,73.33333333333333,59.6,295
England North,Infectious Bronchitis,52,2020,5,4.1,1,73.4,Low,1,80,34.899328859060404,83.33333333333334,47.0,257
England North,Infectious Bursal Disease,10,2020,5,4.1,1,73.4,Low,1,77,6.7114093959731544,73.33333333333333,51.7,373
England North,Marek's Disease,8,2020,5,4.1,0,73.4,Low,1,70,5.369127516778524,50.0,61.9,211
England North,All diseases,144,2020,5,4.1,1,73.4,Low,1,69,96.64429530201343,46.666666666666664,60.6,387
England South,Avian Influenza,10,2020,5,14.3,1,83.5,Low,1,71,6.7114093959731544,53.333333333333336,43.9,214
England South,Newcastle Disease,4,2020,5,14.3,0,83.5,Low,1,71,2.684563758389262,53.333333333333336,42.6,382
England South,Salmonella,31,2020,5,14.3,1,83.5,Low,1,80,20.80536912751678,83.33333333333334,50.5,432
England South,Infectious Bronchitis,39,2020,5,14.3,1,83.5,Low,1,64,26.174496644295303,30.0,50.7,430
England South,Infectious Bursal Disease,11,2020,5,14.3,1,83.5,Low,1,77,7.38255033557047,73.33333333333333,63.4,359
England South,Marek's Disease,7,2020,5,14.3,0,83.5,Low,1,60,4.697986577181208,16.666666666666664,45.2,239
England South,All diseases,102,2020,5,14.3,1,83.5,Low,1,61,68.45637583892618,20.0,59.2,446
Scotland,Avian Influenza,6,2020,5,4.5,0,72.3,Low,1,72,4.026845637583892,56.666666666666664,62.7,353
Scotland,Newcastle Disease,1,2020,5,4.5,0,72.3,Low,1,75,0.6711409395973155,66.66666666666666,52.6,263
Scotland,Salmonella,30,2020,5,4.5,1,72.3,Low,1,67,20.13422818791946,40.0,62.8,306
Scotland,Infectious Bronchitis,32,2020,5,4.5,1,72.3,Low,1,67,21.476510067114095,40.0,53.1,406
Scotland,Infectious Bursal Disease,8,2020,5,4.5,0,72.3,Low,1,60,5.369127516778524,16.666666666666664,55.3,447
Scotland,Marek's Disease,4,2020,5,4.5,0,72.3,Low,1,76,2.684563758389262,70.0,55.1,489
Scotland,All diseases,81,2020,5,4.5,1,72.3,Low,1,78,54.36241610738255,76.66666666666667,51.3,206
Wales,Avian Influenza,5,2020,5,17.2,0,80.2,High,3,75,3.3557046979865772,66.66666666666666,62.9,574
Wales,Newcastle Disease,0,2020,5,17.2,0,80.2,High,3,70,0.0,50.0,69.9,411
Wales,Salmonella,16,2020,5,17.2,1,80.2,High,3,70,10.738255033557047,50.0,74.5,597
Wales,Infectious Bronchitis,23,2020,5,17.2,1,80.2,High,3,77,15.436241610738255,73.33333333333333,64.7,631
Wales,Infectious Bursal Disease,6,2020,5,17.2,0,80.2,High,3,71,4.026845637583892,53.333333333333336,66.5,484
Wales,Marek's Disease,5,2020,5,17.2,0,80.2,High,3,72,3.3557046979865772,56.666666666666664,74.0,499
Wales,All diseases,55,2020,5,17.2,1,80.2,High,3,67,36.91275167785235,40.0,71.3,629
England North,Avian Influenza,8,2020,6,9.2,0,81.6,Low,1,61,5.369127516778524,20.0,52.3,411
England North,Newcastle Disease,3,2020,6,9.2,0,81.6,Low,1,58,2.013422818791946,10.0,42.5,205
England North,Salmonella,68,2020,6,9.2,1,81.6,Low,1,69,45.63758389261745,46.666666666666664,53.6,478
England North,Infectious Bronchitis,50,2020,6,9.2,1,81.6,Low,1,65,33.557046979865774,33.33333333333333,56.0,215
England North,Infectious Bursal Disease,8,2020,6,9.2,0,81.6,Low,1,63,5.369127516778524,26.666666666666668,38.9,258
England North,Marek's Disease,8,2020,6,9.2,0,81.6,Low,1,62,5.369127516778524,23.333333333333332,50.2,324
England North,All diseases,145,2020,6,9.2,1,81.6,Low,1,66,97.31543624161074,36.666666666666664,51.9,349
England South,Avian Influenza,9,2020,6,17.4,0,78.0,Low,1,56,6.0402684563758395,3.3333333333333335,52.8,418
England South,Newcastle Disease,3,2020,6,17.4,0,78.0,Low,1,73,2.013422818791946,60.0,49.8,375
England South,Salmonella,30,2020,6,17.4,1,78.0,Low,1,60,20.13422818791946,16.666666666666664,59.7,262
England South,Infectious Bronchitis,34,2020,6,17.4,1,78.0,Low,1,73,22.818791946308725,60.0,46.7,349
England South,Infectious Bursal Disease,12,2020,6,17.4,1,78.0,Low,1,66,8.053691275167784,36.666666666666664,52.1,301
England South,Marek's Disease,8,2020,6,17.4,0,78.0,Low,1,62,5.369127516778524,23.333333333333332,62.6,470
England South,All diseases,96,2020,6,17.4,1,78.0,Low,1,60,64.42953020134227,16.666666666666664,40.4,307
Scotland,Avian Influenza,5,2020,6,3.1,0,81.4,Low,1,68,3.3557046979865772,43.333333333333336,41.0,389
Scotland,Newcastle Disease,1,2020,6,3.1,0,81.4,Low,1,61,0.6711409395973155,20.0,62.0,437
Scotland,Salmonella,35,2020,6,3.1,1,81.4,Low,1,60,23.48993288590604,16.666666666666664,55.0,325
Scotland,Infectious Bronchitis,33,2020,6,3.1,1,81.4,Low,1,75,22.14765100671141,66.66666666666666,42.7,222
Scotland,Infectious Bursal Disease,7,2020,6,3.1,0,81.4,Low,1,64,4.697986577181208,30.0,43.9,230
Scotland,Marek's Disease,3,2020,6,3.1,0,81.4,Low,1,67,2.013422818791946,40.0,45.9,473
Scotland,All diseases,84,2020,6,3.1,1,81.4,Low,1,65,56.375838926174495,33.33333333333333,60.8,223
Wales,Avian Influenza,4,2020,6,4.6,0,74.5,Moderate,2,63,2.684563758389262,26.666666666666668,76.2,621
Wales,Newcastle Disease,0,2020,6,4.6,0,74.5,Moderate,2,74,0.0,63.33333333333333,70.3,448
Wales,Salmonella,21,2020,6,4.6,1,74.5,Moderate,2,67,14.093959731543624,40.0,66.8,590
Wales,Infectious Bronchitis,25,2020,6,4.6,1,74.5,Moderate,2,65,16.778523489932887,33.33333333333333,59.5,528
Wales,Infectious Bursal Disease,6,2020,6,4.6,0,74.5,Moderate,2,67,4.026845637583892,40.0,63.2,548
Wales,Marek's Disease,6,2020,6,4.6,0,74.5,Moderate,2,69,4.026845637583892,46.666666666666664,69.6,442
Wales,All diseases,62,2020,6,4.6,1,74.5,Moderate,2,72,41.61073825503356,56.666666666666664,64.0,485
England North,Avian Influenza,10,2020,7,16.1,1,78.0,Low,1,60,6.7114093959731544,16.666666666666664,60.0,244
England North,Newcastle Disease,3,2020,7,16.1,0,78.0,Low,1,56,2.013422818791946,3.3333333333333335,54.0,426
England North,Salmonella,60,2020,7,16.1,1,78.0,Low,1,58,40.26845637583892,10.0,55.3,270
England North,Infectious Bronchitis,43,2020,7,16.1,1,78.0,Low,1,66,28.859060402684566,36.666666666666664,44.8,452
England North,Infectious Bursal Disease,7,2020,7,16.1,0,78.0,Low,1,75,4.697986577181208,66.66666666666666,59.2,339
England North,Marek's Disease,8,2020,7,16.1,0,78.0,Low,1,75,5.369127516778524,66.66666666666666,47.9,307
England North,All diseases,131,2020,7,16.1,1,78.0,Low,1,62,87.91946308724832,23.333333333333332,44.0,338
England South,Avian Influenza,6,2020,7,11.4,0,74.7,Low,1,70,4.026845637583892,50.0,52.7,439
England South,Newcastle Disease,4,2020,7,11.4,0,74.7,Low,1,58,2.684563758389262,10.0,57.4,490
England South,Salmonella,32,2020,7,11.4,1,74.7,Low,1,65,21.476510067114095,33.33333333333333,43.1,348
England South,Infectious Bronchitis,30,2020,7,11.4,1,74.7,Low,1,73,20.13422818791946,60.0,50.2,322
England South,Infectious Bursal Disease,9,2020,7,11.4,0,74.7,Low,1,63,6.0402684563758395,26.666666666666668,43.0,347
England South,Marek's Disease,8,2020,7,11.4,0,74.7,Low,1,59,5.369127516778524,13.333333333333334,44.7,311
England South,All diseases,89,2020,7,11.4,1,74.7,Low,1,75,59.73154362416108,66.66666666666666,55.2,292
Scotland,Avian Influenza,3,2020,7,5.9,0,87.4,Low,1,70,2.013422818791946,50.0,59.2,440
Scotland,Newcastle Disease,0,2020,7,5.9,0,87.4,Low,1,72,0.0,56.666666666666664,54.1,371
Scotland,Salmonella,34,2020,7,5.9,1,87.4,Low,1,65,22.818791946308725,33.33333333333333,39.0,347
Scotland,Infectious Bronchitis,28,2020,7,5.9,1,87.4,Low,1,55,18.79194630872483,0.0,50.4,449
Scotland,Infectious Bursal Disease,5,2020,7,5.9,0,87.4,Low,1,75,3.3557046979865772,66.66666666666666,55.0,422
Scotland,Marek's Disease,3,2020,7,5.9,0,87.4,Low,1,71,2.013422818791946,53.333333333333336,45.6,372
Scotland,All diseases,73,2020,7,5.9,1,87.4,Low,1,60,48.99328859060403,16.666666666666664,53.8,228
Wales,Avian Influenza,2,2020,7,15.9,0,90.4,Moderate,2,68,1.342281879194631,43.333333333333336,72.9,434
Wales,Newcastle Disease,0,2020,7,15.9,0,90.4,Moderate,2,72,0.0,56.666666666666664,61.2,670
Wales,Salmonella,18,2020,7,15.9,1,90.4,Moderate,2,66,12.080536912751679,36.666666666666664,61.5,466
Wales,Infectious Bronchitis,21,2020,7,15.9,1,90.4,Moderate,2,71,14.093959731543624,53.333333333333336,71.2,484
Wales,Infectious Bursal Disease,5,2020,7,15.9,0,90.4,Moderate,2,67,3.3557046979865772,40.0,76.2,459
Wales,Marek's Disease,6,2020,7,15.9,0,90.4,Moderate,2,68,4.026845637583892,43.333333333333336,74.7,700
Wales,All diseases,52,2020,7,15.9,1,90.4,Moderate,2,62,34.899328859060404,23.333333333333332,77.9,663
England North,Avian Influenza,11,2020,8,8.9,1,66.3,Low,1,71,7.38255033557047,53.333333333333336,38.5,350
England North,Newcastle Disease,3,2020,8,8.9,0,66.3,Low,1,66,2.013422818791946,36.666666666666664,53.3,267
England North,Salmonella,61,2020,8,8.9,1,66.3,Low,1,58,40.939597315436245,10.0,52.7,240
England North,Infectious Bronchitis,43,2020,8,8.9,1,66.3,Low,1,70,28.859060402684566,50.0,47.2,259
England North,Infectious Bursal Disease,8,2020,8,8.9,0,66.3,Low,1,73,5.369127516778524,60.0,40.0,336
England North,Marek's Disease,7,2020,8,8.9,0,66.3,Low,1,59,4.697986577181208,13.333333333333334,42.6,245
England North,All diseases,133,2020,8,8.9,1,66.3,Low,1,70,89.26174496644296,50.0,52.4,323
England South,Avian Influenza,8,2020,8,6.8,0,67.1,Low,1,57,5.369127516778524,6.666666666666667,40.9,357
England South,Newcastle Disease,1,2020,8,6.8,0,67.1,Low,1,72,0.6711409395973155,56.666666666666664,61.4,463
England South,Salmonella,32,2020,8,6.8,1,67.1,Low,1,61,21.476510067114095,20.0,45.9,227
England South,Infectious Bronchitis,33,2020,8,6.8,1,67.1,Low,1,73,22.14765100671141,60.0,59.9,438
England South,Infectious Bursal Disease,11,2020,8,6.8,1,67.1,Low,1,70,7.38255033557047,50.0,59.2,446
England South,Marek's Disease,8,2020,8,6.8,0,67.1,Low,1,56,5.369127516778524,3.3333333333333335,62.2,258
England South,All diseases,93,2020,8,6.8,1,67.1,Low,1,67,62.41610738255034,40.0,43.7,347
Scotland,Avian Influenza,5,2020,8,7.7,0,93.9,Low,1,73,3.3557046979865772,60.0,58.7,305
Scotland,Newcastle Disease,0,2020,8,7.7,0,93.9,Low,1,69,0.0,46.666666666666664,51.2,236
Scotland,Salmonella,33,2020,8,7.7,1,93.9,Low,1,64,22.14765100671141,30.0,51.6,384
Scotland,Infectious Bronchitis,27,2020,8,7.7,1,93.9,Low,1,68,18.120805369127517,43.333333333333336,58.7,206
Scotland,Infectious Bursal Disease,6,2020,8,7.7,0,93.9,Low,1,72,4.026845637583892,56.666666666666664,57.6,280
Scotland,Marek's Disease,3,2020,8,7.7,0,93.9,Low,1,61,2.013422818791946,20.0,59.3,482
Scotland,All diseases,74,2020,8,7.7,1,93.9,Low,1,62,49.664429530201346,23.333333333333332,49.4,228
Wales,Avian Influenza,2,2020,8,10.5,0,75.2,Moderate,2,68,1.342281879194631,43.333333333333336,63.5,565
Wales,Newcastle Disease,0,2020,8,10.5,0,75.2,Moderate,2,73,0.0,60.0,61.9,584
Wales,Salmonella,19,2020,8,10.5,1,75.2,Moderate,2,69,12.751677852348994,46.666666666666664,69.1,546
Wales,Infectious Bronchitis,22,2020,8,10.5,1,75.2,Moderate,2,73,14.76510067114094,60.0,59.4,473
Wales,Infectious Bursal Disease,6,2020,8,10.5,0,75.2,Moderate,2,62,4.026845637583892,23.333333333333332,68.0,699
Wales,Marek's Disease,5,2020,8,10.5,0,75.2,Moderate,2,70,3.3557046979865772,50.0,72.3,441
Wales,All diseases,54,2020,8,10.5,1,75.2,Moderate,2,61,36.241610738255034,20.0,71.6,643
England North,Avian Influenza,18,2020,9,9.3,1,85.4,Low,1,66,12.080536912751679,36.666666666666664,63.4,442
England North,Newcastle Disease,6,2020,9,9.3,0,85.4,Low,1,73,4.026845637583892,60.0,45.8,326
England North,Salmonella,52,2020,9,9.3,1,85.4,Low,1,66,34.899328859060404,36.666666666666664,44.7,218
England North,Infectious Bronchitis,42,2020,9,9.3,1,85.4,Low,1,66,28.187919463087248,36.666666666666664,64.2,500
England North,Infectious Bursal Disease,8,2020,9,9.3,0,85.4,Low,1,64,5.369127516778524,30.0,50.5,346
England North,Marek's Disease,7,2020,9,9.3,0,85.4,Low,1,78,4.697986577181208,76.66666666666667,40.5,431
England North,All diseases,133,2020,9,9.3,1,85.4,Low,1,76,89.26174496644296,70.0,41.8,350
England South,Avian Influenza,12,2020,9,17.2,1,89.6,Low,1,71,8.053691275167784,53.333333333333336,47.7,394
England South,Newcastle Disease,3,2020,9,17.2,0,89.6,Low,1,63,2.013422818791946,26.666666666666668,64.6,255
England South,Salmonella,34,2020,9,17.2,1,89.6,Low,1,75,22.818791946308725,66.66666666666666,55.5,435
England South,Infectious Bronchitis,32,2020,9,17.2,1,89.6,Low,1,79,21.476510067114095,80.0,56.4,305
England South,Infectious Bursal Disease,13,2020,9,17.2,1,89.6,Low,1,79,8.724832214765101,80.0,48.7,263
England South,Marek's Disease,8,2020,9,17.2,0,89.6,Low,1,74,5.369127516778524,63.33333333333333,54.9,328
England South,All diseases,102,2020,9,17.2,1,89.6,Low,1,70,68.45637583892618,50.0,54.5,482
Scotland,Avian Influenza,6,2020,9,12.0,0,82.6,Low,1,76,4.026845637583892,70.0,59.4,261
Scotland,Newcastle Disease,1,2020,9,12.0,0,82.6,Low,1,80,0.6711409395973155,83.33333333333334,42.6,326
Scotland,Salmonella,36,2020,9,12.0,1,82.6,Low,1,73,24.161073825503358,60.0,47.3,465
Scotland,Infectious Bronchitis,28,2020,9,12.0,1,82.6,Low,1,64,18.79194630872483,30.0,48.9,266
Scotland,Infectious Bursal Disease,7,2020,9,12.0,0,82.6,Low,1,67,4.697986577181208,40.0,54.7,342
Scotland,Marek's Disease,3,2020,9,12.0,0,82.6,Low,1,80,2.013422818791946,83.33333333333334,61.0,397
Scotland,All diseases,81,2020,9,12.0,1,82.6,Low,1,65,54.36241610738255,33.33333333333333,47.7,233
Wales,Avian Influenza,2,2020,9,16.0,0,71.0,High,3,75,1.342281879194631,66.66666666666666,60.1,525
Wales,Newcastle Disease,0,2020,9,16.0,0,71.0,High,3,67,0.0,40.0,68.8,465
Wales,Salmonella,22,2020,9,16.0,1,71.0,High,3,66,14.76510067114094,36.666666666666664,68.0,621
Wales,Infectious Bronchitis,23,2020,9,16.0,1,71.0,High,3,77,15.436241610738255,73.33333333333333,68.8,469
Wales,Infectious Bursal Disease,6,2020,9,16.0,0,71.0,High,3,76,4.026845637583892,70.0,77.5,671
Wales,Marek's Disease,6,2020,9,16.0,0,71.0,High,3,75,4.026845637583892,66.66666666666666,68.5,488
Wales,All diseases,59,2020,9,16.0,1,71.0,High,3,66,39.59731543624161,36.666666666666664,68.5,590
England North,Avian Influenza,20,2020,10,13.1,1,81.0,Low,1,69,13.422818791946309,46.666666666666664,60.7,306
England North,Newcastle Disease,4,2020,10,13.1,0,81.0,Low,1,80,2.684563758389262,83.33333333333334,42.3,228
England North,Salmonella,47,2020,10,13.1,1,81.0,Low,1,71,31.543624161073826,53.333333333333336,57.3,268
England North,Infectious Bronchitis,44,2020,10,13.1,1,81.0,Low,1,77,29.53020134228188,73.33333333333333,54.4,480
England North,Infectious Bursal Disease,7,2020,10,13.1,0,81.0,Low,1,66,4.697986577181208,36.666666666666664,49.5,254
England North,Marek's Disease,9,2020,10,13.1,0,81.0,Low,1,69,6.0402684563758395,46.666666666666664,64.7,380
England North,All diseases,131,2020,10,13.1,1,81.0,Low,1,66,87.91946308724832,36.666666666666664,53.9,430
England South,Avian Influenza,15,2020,10,15.9,1,85.7,Low,1,63,10.06711409395973,26.666666666666668,51.1,244
England South,Newcastle Disease,3,2020,10,15.9,0,85.7,Low,1,60,2.013422818791946,16.666666666666664,63.3,334
England South,Salmonella,32,2020,10,15.9,1,85.7,Low,1,60,21.476510067114095,16.666666666666664,63.6,311
England South,Infectious Bronchitis,30,2020,10,15.9,1,85.7,Low,1,67,20.13422818791946,40.0,56.9,436
England South,Infectious Bursal Disease,14,2020,10,15.9,1,85.7,Low,1,62,9.395973154362416,23.333333333333332,45.2,324
England South,Marek's Disease,7,2020,10,15.9,0,85.7,Low,1,67,4.697986577181208,40.0,60.5,305
England South,All diseases,101,2020,10,15.9,1,85.7,Low,1,77,67.78523489932886,73.33333333333333,62.0,284
Scotland,Avian Influenza,7,2020,10,4.0,0,82.4,Low,1,70,4.697986577181208,50.0,40.3,319
Scotland,Newcastle Disease,1,2020,10,4.0,0,82.4,Low,1,78,0.6711409395973155,76.66666666666667,54.9,243
Scotland,Salmonella,33,2020,10,4.0,1,82.4,Low,1,72,22.14765100671141,56.666666666666664,53.2,477
Scotland,Infectious Bronchitis,27,2020,10,4.0,1,82.4,Low,1,68,18.120805369127517,43.333333333333336,45.8,318
Scotland,Infectious Bursal Disease,6,2020,10,4.0,0,82.4,Low,1,66,4.026845637583892,36.666666666666664,49.0,425
Scotland,Marek's Disease,3,2020,10,4.0,0,82.4,Low,1,74,2.013422818791946,63.33333333333333,53.0,331
Scotland,All diseases,77,2020,10,4.0,1,82.4,Low,1,65,51.67785234899329,33.33333333333333,64.0,389
Wales,Avian Influenza,4,2020,10,14.0,0,81.3,High,3,74,2.684563758389262,63.33333333333333,72.2,468
Wales,Newcastle Disease,0,2020,10,14.0,0,81.3,High,3,66,0.0,36.666666666666664,73.7,414
Wales,Salmonella,23,2020,10,14.0,1,81.3,High,3,75,15.436241610738255,66.66666666666666,63.8,541
Wales,Infectious Bronchitis,21,2020,10,14.0,1,81.3,High,3,69,14.093959731543624,46.666666666666664,67.2,403
Wales,Infectious Bursal Disease,6,2020,10,14.0,0,81.3,High,3,66,4.026845637583892,36.666666666666664,72.8,500
Wales,Marek's Disease,5,2020,10,14.0,0,81.3,High,3,72,3.3557046979865772,56.666666666666664,65.7,636
Wales,All diseases,59,2020,10,14.0,1,81.3,High,3,71,39.59731543624161,53.333333333333336,73.7,517
England North,Avian Influenza,22,2020,11,9.3,1,66.8,Low,1,62,14.76510067114094,23.333333333333332,57.0,295
England North,Newcastle Disease,4,2020,11,9.3,0,66.8,Low,1,60,2.684563758389262,16.666666666666664,59.4,440
England North,Salmonella,36,2020,11,9.3,1,66.8,Low,1,73,24.161073825503358,60.0,44.7,270
England North,Infectious Bronchitis,47,2020,11,9.3,1,66.8,Low,1,65,31.543624161073826,33.33333333333333,64.5,371
England North,Infectious Bursal Disease,8,2020,11,9.3,0,66.8,Low,1,73,5.369127516778524,60.0,51.1,334
England North,Marek's Disease,9,2020,11,9.3,0,66.8,Low,1,74,6.0402684563758395,63.33333333333333,63.3,378
England North,All diseases,126,2020,11,9.3,1,66.8,Low,1,63,84.56375838926175,26.666666666666668,63.0,207
England South,Avian Influenza,17,2020,11,4.1,1,69.6,Low,1,62,11.409395973154362,23.333333333333332,60.8,402
England South,Newcastle Disease,3,2020,11,4.1,0,69.6,Low,1,73,2.013422818791946,60.0,46.8,423
England South,Salmonella,30,2020,11,4.1,1,69.6,Low,1,73,20.13422818791946,60.0,58.1,359
England South,Infectious Bronchitis,36,2020,11,4.1,1,69.6,Low,1,64,24.161073825503358,30.0,59.5,208
England South,Infectious Bursal Disease,13,2020,11,4.1,1,69.6,Low,1,73,8.724832214765101,60.0,43.7,217
England South,Marek's Disease,7,2020,11,4.1,0,69.6,Low,1,76,4.697986577181208,70.0,49.5,414
England South,All diseases,106,2020,11,4.1,1,69.6,Low,1,76,71.14093959731544,70.0,53.6,382
Scotland,Avian Influenza,8,2020,11,11.6,0,69.1,Low,1,66,5.369127516778524,36.666666666666664,63.4,448
Scotland,Newcastle Disease,1,2020,11,11.6,0,69.1,Low,1,74,0.6711409395973155,63.33333333333333,51.3,214
Scotland,Salmonella,25,2020,11,11.6,1,69.1,Low,1,61,16.778523489932887,20.0,52.0,496
Scotland,Infectious Bronchitis,26,2020,11,11.6,1,69.1,Low,1,80,17.449664429530202,83.33333333333334,59.1,427
